[Gene ID]	[Transcript ID]	[Product Description]	[Gene Type]	[Gene Name or Symbol]	[Entrez Gene ID]	[UniProt ID]	
PF3D7_1353700	PF3D7_1353700.1	reactive oxygen species modulator 1, putative	protein coding	ROMO1	814245	Q8IDG4	
PF3D7_1353800	PF3D7_1353800.1	proteasome subunit alpha type-4, putative	protein coding	N/A	814246	Q8IDG3	
PF3D7_1353900	PF3D7_1353900.1	proteasome subunit alpha type-7, putative	protein coding	N/A	813832	Q8IDG2	
PF3D7_1354000	PF3D7_1354000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814247	Q8IDG1	
PF3D7_1354100	PF3D7_1354100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814248	Q8IDG0	
PF3D7_1354200	PF3D7_1354200.1	inositol-polyphosphate 5-phosphatase, putative	protein coding	IP5P	814249	Q8IDF9	
PF3D7_1354300	PF3D7_1354300.1	large subunit rRNA methyltransferase, putative	protein coding	N/A	814250	Q8IDF8	
PF3D7_1354400	PF3D7_1354400.1	V-type proton ATPase 21 kDa proteolipid subunit, putative	protein coding	N/A	813833	Q8IDF7	
PF3D7_1354500	PF3D7_1354500.1	adenylosuccinate synthetase	protein coding	ADSS	814251	Q8IDF6	
PF3D7_1354600	PF3D7_1354600.1	60S ribosomal protein L7-2, putative	protein coding	N/A	813834	C0H5I4	
PF3D7_1354700	PF3D7_1354700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814252	Q8IDF4	
PF3D7_1354800	PF3D7_1354800.1	metacaspase 1	protein coding	MCA1	814253	Q8IDF3	
PF3D7_1354900	PF3D7_1354900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814254	Q8IDF2	
PF3D7_1355100	PF3D7_1355100.1	DNA replication licensing factor MCM6	protein coding	MCM6	814255	Q8IDF0	
PF3D7_1355200	PF3D7_1355200.1	RAP protein, putative	protein coding	N/A	814256	Q8IDE9	
PF3D7_1355300	PF3D7_1355300.1	histone-lysine N-methyltransferase, putative	protein coding	SET6	814257	Q8IDE8	
PF3D7_1355400	PF3D7_1355400.1	tRNA Threonine	tRNA encoding	N/A	9222016	N/A	
PF3D7_1355500	PF3D7_1355500.1	serine/threonine protein phosphatase 5	protein coding	PP5	813836	Q8IDE7	
PF3D7_1355600	PF3D7_1355600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814258	Q8IDE6	
PF3D7_1355700	PF3D7_1355700.1	NLI interacting factor-like phosphatase, putative	protein coding	NIF3	813837	Q8IDE5	
PF3D7_1355800	PF3D7_1355800.1	splicing factor 3B subunit 5, putative	protein coding	SF3B5	814259	C0H5I5	
PF3D7_1355900	PF3D7_1355900.1	RWD domain-containing protein, putative	protein coding	N/A	814260	Q8IDE3	
PF3D7_1356000	PF3D7_1356000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814261	Q8IDE2	
PF3D7_1356100	PF3D7_1356100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814262	Q8IDE1	
PF3D7_1356200	PF3D7_1356200.1	mitochondrial import inner membrane translocase subunit TIM23, putative	protein coding	TIM23	814263	Q8IDE0	
PF3D7_1356300	PF3D7_1356300.1	ubiquitin-conjugating enzyme, putative	protein coding	N/A	814264	Q8IDD9	
PF3D7_1356400	PF3D7_1356400.1	phosphatase 2A regulatory subunit-related protein, putative	protein coding	N/A	814265	Q8IDD8	
PF3D7_1356500	PF3D7_1356500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813838	Q8IDD7	
PF3D7_1356600	PF3D7_1356600.1	regulator of chromosome condensation, putative	protein coding	N/A	814266	Q8IDD6	
PF3D7_1356700	PF3D7_1356700.1	DnaJ protein, putative	protein coding	N/A	813839	Q8IDD5	
PF3D7_1356800	PF3D7_1356800.1	serine/threonine protein kinase, putative	protein coding	ARK3	813840	Q8IDD4	
PF3D7_1356900	PF3D7_1356900.1	protein kinase 5	protein coding	PK5	813841	P61075	
PF3D7_1357000	PF3D7_1357000.1	elongation factor 1-alpha	protein coding	N/A	814267	N/A	
PF3D7_1357100	PF3D7_1357100.1	elongation factor 1-alpha	protein coding	N/A	814268	N/A	
PF3D7_1357200	PF3D7_1357200.1	glutamate--tRNA ligase	protein coding	N/A	813843	Q8IDD3	
PF3D7_1357300	PF3D7_1357300.1	dynein light chain, putative	protein coding	N/A	814269	Q8IDD2	
PF3D7_1357400	PF3D7_1357400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814270	Q8IDD1	
PF3D7_1357500	PF3D7_1357500.1	DNA helicase, putative	protein coding	N/A	814271	Q8IDD0	
PF3D7_1357600	PF3D7_1357600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813844	C0H5I6	
PF3D7_1357700	PF3D7_1357700.1	U3 small nucleolar RNA-associated protein 21, putative	protein coding	UTP21	814272	Q8IDC8	
PF3D7_1357800	PF3D7_1357800.1	T-complex protein 1 subunit delta	protein coding	CCT4	813845	C0H5I7	
PF3D7_1357900	PF3D7_1357900.1	pyrroline-5-carboxylate reductase	protein coding	N/A	813846	Q8IDC6	
PF3D7_1358000	PF3D7_1358000.1	patatin-like phospholipase, putative	protein coding	N/A	813847	Q8IDC5	
PF3D7_1358100	PF3D7_1358100.1	small subunit rRNA processing factor, putative	protein coding	N/A	814273	Q8IDC4	
PF3D7_1358200	PF3D7_1358200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813848	C0H5I8	
PF3D7_1358300	PF3D7_1358300.1	rhomboid protease ROM7	protein coding	ROM7	814274	Q8IDC2	
PF3D7_1358400	PF3D7_1358400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813849	Q8IDC1	
PF3D7_1358500	PF3D7_1358500.1	zinc finger protein, putative	protein coding	N/A	814275	Q8IDC0	
PF3D7_1358600	PF3D7_1358600.1	zinc finger protein, putative	protein coding	N/A	814276	Q8IDB9	
PF3D7_1358700	PF3D7_1358700.1	YOP1-like protein, putative	protein coding	YOP1L	813850	Q8IDB8	
PF3D7_1358800	PF3D7_1358800.1	40S ribosomal protein S15	protein coding	RPS15	814278	Q8IDB0	
PF3D7_1358900	PF3D7_1358900.1	GTP-binding protein, putative	protein coding	N/A	813857	C0H5I9	
PF3D7_1359000	PF3D7_1359000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813856	C0H5J0	
PF3D7_1359100	PF3D7_1359100.1	riboflavin kinase / FAD synthase family protein, putative	protein coding	N/A	813855	Q8IDB3	
PF3D7_1359200	PF3D7_1359200.1	high mobility group protein B4, putative	protein coding	HMGB4	813853	Q8IDB5	
PF3D7_1359300	PF3D7_1359300.1	exosome complex exonuclease RRP44	protein coding	DIS3	813851	Q8IDB6	
PF3D7_1359400	PF3D7_1359400.1	CUGBP Elav-like family member 1	protein coding	CELF1	814277	Q8IDB7	
PF3D7_1359500	PF3D7_1359500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	9222017	C0H5J1	
PF3D7_1359600	PF3D7_1359600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813858	C0H5J2	
PF3D7_1359700	PF3D7_1359700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813859	C0H5J3	
PF3D7_1359800	PF3D7_1359800.1	ADP-ribosylation factor, putative	protein coding	N/A	813860	Q8IDA7	
PF3D7_1359900	PF3D7_1359900.1	conserved Plasmodium membrane protein, unknown function	protein coding	N/A	813861	Q8IDA6	
PF3D7_1360000	PF3D7_1360000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814279	Q8IDA5	
PF3D7_1360100	PF3D7_1360100.1	RNA-binding protein, putative	protein coding	N/A	814280	Q8IDA4	
PF3D7_1360200	PF3D7_1360200.1	ER membrane protein complex subunit 3, putative	protein coding	EMC3	813862	Q8IDA3	
PF3D7_1360300	PF3D7_1360300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813864	Q8IDA2	
PF3D7_1360400	PF3D7_1360400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814281	Q8IDA1	
PF3D7_1360500	PF3D7_1360500.1	guanylyl cyclase beta	protein coding	GCbeta	813865	Q8IDA0	
PF3D7_1360700	PF3D7_1360700.1	E3 SUMO-protein ligase PIAS, putative	protein coding	PIAS	813866,814282	C0H5J4,Q8ID99	
PF3D7_1360800	PF3D7_1360800.1	falcilysin	protein coding	FLN	814283	Q76NL8	
PF3D7_1360900	PF3D7_1360900.1	polyadenylate-binding protein, putative	protein coding	N/A	813867	C0H5J5	
PF3D7_1361000	PF3D7_1361000.1	protein arginine N-methyltransferase 5, putative	protein coding	PRMT5	814284	Q8ID96	
PF3D7_1361100	PF3D7_1361100.1	protein transport protein Sec24A	protein coding	SEC24A	814285	C0H5J6	
PF3D7_1361200	PF3D7_1361200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813868	Q8ID94	
PF3D7_1361300	PF3D7_1361300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813869	C0H5J7	
PF3D7_1361400	PF3D7_1361400.1	actin-depolymerizing factor 2	protein coding	ADF2	814286	Q8ID92	
PF3D7_1361500	PF3D7_1361500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813870	C0H5J8	
PF3D7_1361500	PF3D7_1361500.2	conserved Plasmodium protein, unknown function	protein coding	N/A	813870	C0H5J8	
PF3D7_1361600	PF3D7_1361600.1	iron-sulfur assembly protein, putative	protein coding	N/A	813871	Q8ID90	
PF3D7_1361700	PF3D7_1361700.1	cytochrome c oxidase subunit 2, putative	protein coding	N/A	814287	Q8ID89	
PF3D7_1361800	PF3D7_1361800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813872	C0H5J9	
PF3D7_1361900	PF3D7_1361900.1	proliferating cell nuclear antigen 1	protein coding	PCNA1	814288	P61074	
PF3D7_1362000	PF3D7_1362000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814289	Q8ID87	
PF3D7_1362100	PF3D7_1362100.1	14-3-3 protein	protein coding	14-3-3II	813873	C0H5K0	
PF3D7_1362200	PF3D7_1362200.1	RuvB-like helicase 3	protein coding	RUVB3	814290	Q8ID85	
PF3D7_1362300	PF3D7_1362300.1	conserved protein, unknown function	protein coding	N/A	814291	Q8ID84	
PF3D7_1362400	PF3D7_1362400.1	calpain	protein coding	Pcalp	813875	C0H5K1	
PF3D7_1362500	PF3D7_1362500.1	exonuclease, putative	protein coding	N/A	813876	Q8ID82	
PF3D7_1362600	PF3D7_1362600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813877	Q8ID81	
PF3D7_1362700	PF3D7_1362700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813878	C0H5K2	
PF3D7_1362800	PF3D7_1362800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813880	C0H5K3	
PF3D7_1362900	PF3D7_1362900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813881	Q8ID77	
PF3D7_1363000	PF3D7_1363000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813882	C0H5K4	
PF3D7_1363100	PF3D7_1363100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814292	Q8ID75	
PF3D7_1363200	PF3D7_1363200.1	bifunctional polynucleotide phosphatase/kinase	protein coding	PNKP	814293	Q8ID74	
PF3D7_1363300	PF3D7_1363300.1	50S ribosomal protein L9, mitochondrial, putative	protein coding	N/A	813883	Q8ID73	
PF3D7_1363400	PF3D7_1363400.1	polyubiquitin binding protein, putative	protein coding	DOA1	814294	Q8ID72	
PF3D7_1363500	PF3D7_1363500.1	DNase I-like protein, putative	protein coding	N/A	814295	Q8ID71	
PF3D7_1363600	PF3D7_1363600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814296	Q8ID70	
PF3D7_1363700	PF3D7_1363700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813884	Q8ID69	
PF3D7_1363800	PF3D7_1363800.1	nuclear fusion protein, putative	protein coding	GEX1	813886	Q8ID68	
PF3D7_1363900	PF3D7_1363900.1	unspecified product	non protein coding	N/A	N/A	N/A	
PF3D7_1364000	PF3D7_1364000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813887	Q8ID67	
PF3D7_1364100	PF3D7_1364100.1	6-cysteine protein	protein coding	P92	814297	Q8ID66	
PF3D7_1364200	PF3D7_1364200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814298	Q8ID65	
PF3D7_1364300	PF3D7_1364300.1	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	protein coding	PRP16	813888	C0H5K5	
PF3D7_1364400	PF3D7_1364400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813889	Q8ID63	
PF3D7_1364500	PF3D7_1364500.1	exosome complex component RRP45, putative	protein coding	RRP45	814299	Q8ID62	
PF3D7_1364600	PF3D7_1364600.1	aldehyde reductase, putative	protein coding	N/A	813890	Q8ID61	
PF3D7_1364700	PF3D7_1364700.1	conserved Plasmodium protein, unknown function, pseudogene	protein coding	N/A	813891	N/A	
PF3D7_1364800	PF3D7_1364800.1	DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative	protein coding	RPB5	814300	Q8ID59	
PF3D7_1364900	PF3D7_1364900.1	ferrochelatase	protein coding	FC	813892	Q8ID58	
PF3D7_1365000	PF3D7_1365000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814301	Q8ID57	
PF3D7_1365100	PF3D7_1365100.1	mitochondrial ribosomal protein S17 precursor, putative	protein coding	N/A	813893	Q8ID56	
PF3D7_1365200	PF3D7_1365200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	9221982	C0H5K6	
PF3D7_1365300	PF3D7_1365300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814302	Q8ID55	
PF3D7_1365400	PF3D7_1365400.1	ubiquitin-activating enzyme	protein coding	Uba2	814303	Q8ID54	
PF3D7_1365500	PF3D7_1365500.1	aminomethyltransferase, mitochondrial, putative	protein coding	GCVT	814304	Q8I6T0	
PF3D7_1365600	PF3D7_1365600.1	DNA topoisomerase VI, b subunit, putative	protein coding	N/A	813894	Q8ID53	
PF3D7_1365700	PF3D7_1365700.1	SNARE associated Golgi protein, putative	protein coding	N/A	813895	Q8ID52	
PF3D7_1365800	PF3D7_1365800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813897	Q8ID51	
PF3D7_1365900	PF3D7_1365900.1	ubiquitin-60S ribosomal protein L40	protein coding	N/A	814305	Q8ID50	
PF3D7_1366000	PF3D7_1366000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814306	Q8ID49	
PF3D7_1366100	PF3D7_1366100.1	DIP13 homolog, putative	protein coding	DIP13	813898	C0H5K7	
PF3D7_1366200	PF3D7_1366200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813899	C0H5K8	
PF3D7_1366300	PF3D7_1366300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813900,813901	Q8ID45,Q8ID46	
PF3D7_1366400	PF3D7_1366400.1	rhoptry protein RHOP148	protein coding	RHOP148	814307	Q8ID44	
PF3D7_1366500	PF3D7_1366500.1	nucleoside diphosphate kinase	protein coding	NDK	814308	Q8ID43	
PF3D7_1366600	PF3D7_1366600.1	signal recognition particle receptor subunit alpha, putative	protein coding	SRPR-alpha	814309	Q8ID42	
PF3D7_1366700	PF3D7_1366700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814310	Q8ID41	
PF3D7_1366800	PF3D7_1366800.1	phosphatidylserine synthase, putative	protein coding	N/A	813902	C0H5K9	
PF3D7_1366900	PF3D7_1366900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813903	Q8ID39	
PF3D7_1367000	PF3D7_1367000.1	suppressor of kinetochore protein 1, putative	protein coding	SKP1	813904	Q8ID38	
PF3D7_1367100	PF3D7_1367100.1	U1 small nuclear ribonucleoprotein, putative	protein coding	N/A	813905	Q8ID37	
PF3D7_1367200	PF3D7_1367200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813906	C0H5L0	
PF3D7_1367300	PF3D7_1367300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813908	Q8ID35	
PF3D7_1367400	PF3D7_1367400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814311	Q8ID34	
PF3D7_1367500	PF3D7_1367500.1	NADH-cytochrome b5 reductase, putative	protein coding	N/A	814312	Q8ID33	
PF3D7_1367600	PF3D7_1367600.1	ribosome biogenesis protein MRT4, putative	protein coding	N/A	813909	Q8ID32	
PF3D7_1367700	PF3D7_1367700.1	alanine--tRNA ligase	protein coding	AlaRS	814313	Q8ID31	
PF3D7_1367800	PF3D7_1367800.1	secreted ookinete protein, putative	protein coding	PSOP2	814314	Q8ID30	
PF3D7_1367900	PF3D7_1367900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813910	C0H5L1	
PF3D7_1368000	PF3D7_1368000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	9221983	C0H5L2	
PF3D7_1368100	PF3D7_1368100.1	26S proteasome regulatory subunit RPN11, putative	protein coding	RPN11	813911	Q8ID28	
PF3D7_1368200	PF3D7_1368200.1	ABC transporter E family member 1, putative	protein coding	ABCE1	813912	Q8I6Z4	
PF3D7_1368300	PF3D7_1368300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813913	C0H5L3	
PF3D7_1368400	PF3D7_1368400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814315	Q8ID26	
PF3D7_1368500	PF3D7_1368500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814316	Q8ID25	
PF3D7_1368600	PF3D7_1368600.1	mitochondrial import inner membrane translocase subunit TIM9, putative	protein coding	TIM9	814317	Q8ID24	
PF3D7_1368700	PF3D7_1368700.1	mitochondrial carrier protein, putative	protein coding	N/A	814318	Q8ID23	
PF3D7_1368800	PF3D7_1368800.1	DNA repair endonuclease, putative	protein coding	ERCC4	813914	Q8ID22	
PF3D7_1368900	PF3D7_1368900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813915	Q8ID21	
PF3D7_1369000	PF3D7_1369000.1	glycosylphosphatidylinositol anchor attachment 1 protein, putative	protein coding	GPAA1	813916	C0H5L4	
PF3D7_1369100	PF3D7_1369100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814319	Q8ID19	
PF3D7_1369200	PF3D7_1369200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813917	C0H5L5	
PF3D7_1369300	PF3D7_1369300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813919	Q8ID17	
PF3D7_1369400	PF3D7_1369400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813920	C0H5L6	
PF3D7_1369500	PF3D7_1369500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	813921	C0H5L7	
PF3D7_1369600	PF3D7_1369600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814320	Q8ID14	
PF3D7_1369700	PF3D7_1369700.1	U2 small nuclear ribonucleoprotein A', putative	protein coding	N/A	9222018	C0H5L8	
PF3D7_1369800	PF3D7_1369800.1	tRNA Arginine	tRNA encoding	N/A	9222019	N/A	
PF3D7_1369900	PF3D7_1369900.1	tRNA Tryptophan	tRNA encoding	N/A	9222005	N/A	
PF3D7_1370000	PF3D7_1370000.1	tRNA Arginine	tRNA encoding	N/A	9222010	N/A	
PF3D7_1370100	PF3D7_1370100.1	tRNA Cysteine	tRNA encoding	N/A	9222006	N/A	
PF3D7_1370200	PF3D7_1370200.1	tRNA Glycine	tRNA encoding	N/A	9222007	N/A	
PF3D7_1370300	PF3D7_1370300.1	membrane associated histidine-rich protein	protein coding	MAHRP1	9222008	C0H5L9	
PF3D7_1370500	PF3D7_1370500.1	unspecified product	non protein coding	N/A	N/A	N/A	
PF3D7_1370800	PF3D7_1370800.1	unspecified product	non protein coding	N/A	N/A	N/A	
PF3D7_1370900	PF3D7_1370900.1	unspecified product	non protein coding	N/A	N/A	N/A	
PF3D7_1371000	PF3D7_1371000.1	18S ribosomal RNA	rRNA encoding	N/A	N/A	N/A	
PF3D7_1371200	PF3D7_1371200.1	5.8S ribosomal RNA	rRNA encoding	N/A	N/A	N/A	
PF3D7_1371300	PF3D7_1371300.1	28S ribosomal RNA	rRNA encoding	N/A	N/A	N/A	
PF3D7_1371500	PF3D7_1371500.1	probable protein, unknown function	protein coding	N/A	9221995	C0H5M5	
PF3D7_1371600	PF3D7_1371600.1	erythrocyte binding like protein 1, pseudogene	protein coding	EBL1	N/A	N/A	
PF3D7_1371700	PF3D7_1371700.1	serine/threonine protein kinase, FIKK family	protein coding	N/A	N/A	N/A	
PF3D7_1371800	PF3D7_1371800.1	Plasmodium exported protein, unknown function	protein coding	N/A	N/A	N/A	
PF3D7_1371900	PF3D7_1371900.1	Plasmodium exported protein, unknown function	protein coding	N/A	9221996	C0H5M6	
PF3D7_1372000	PF3D7_1372000.1	Plasmodium exported protein (PHISTa), unknown function	protein coding	N/A	9221997	C0H5M7	
PF3D7_1372100	PF3D7_1372100.1	Plasmodium exported protein (PHISTb), unknown function	protein coding	GEXP04	9221998	C0H5M8	
PF3D7_1372200	PF3D7_1372200.1	histidine-rich protein III	protein coding	HRPIII	9221999	C0H5M9	
PF3D7_1372300	PF3D7_1372300.1	Plasmodium exported protein (PHIST), unknown function	protein coding	N/A	N/A	N/A	
PF3D7_1372400	PF3D7_1372400.1	acyl-CoA synthetase	protein coding	ACS4	9222022	C0H5N0	
PF3D7_1372500	PF3D7_1372500.1	stevor, pseudogene	protein coding	N/A	9222000	C0H5N1	
PF3D7_1372600	PF3D7_1372600.1	rifin	protein coding	RIF	9222032	C0H5N2	
PF3D7_1372700	PF3D7_1372700.1	rifin	protein coding	RIF	9222027	C0H5N3	
PF3D7_1372800	PF3D7_1372800.1	stevor	protein coding	N/A	9222028	C0H5N4	
PF3D7_1372900	PF3D7_1372900.1	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene	protein coding	VAR	9222033	N/A	
PF3D7_1373000	PF3D7_1373000.1	rifin	protein coding	RIF	9222034	C0H5N5	
PF3D7_1373100	PF3D7_1373100.1	rifin	protein coding	RIF	9222029	C0H5N6	
PF3D7_1373200	PF3D7_1373200.1	Plasmodium exported protein, unknown function, fragment	protein coding	N/A	9222030	N/A	
PF3D7_1373300	PF3D7_1373300.1	rifin	protein coding	RIF	9222001	C0H5N8	
PF3D7_1373400	PF3D7_1373400.1	rifin	protein coding	RIF	9222002	C0H5N9	
PF3D7_1373500	PF3D7_1373500.1	erythrocyte membrane protein 1, PfEMP1	protein coding	VAR	813649	Q8ID12	
PF3D7_1400100	PF3D7_1400100.1	erythrocyte membrane protein 1 (PfEMP1), pseudogene	protein coding	N/A	811589	N/A	
PF3D7_1400200	PF3D7_1400200.1	rifin	protein coding	RIF	811600	Q8IM85	
PF3D7_1400300	PF3D7_1400300.1	rifin	protein coding	RIF	811596	Q8I0G7	
PF3D7_1400400	PF3D7_1400400.1	rifin	protein coding	RIF	811586	Q8IM84	
PF3D7_1400500	PF3D7_1400500.1	rifin	protein coding	RIF	811605	Q8IM83	
PF3D7_1400600	PF3D7_1400600.1	rifin	protein coding	RIF	811606	Q8IM82	
PF3D7_1400700	PF3D7_1400700.1	stevor	protein coding	N/A	811603	Q8IM81	
PF3D7_1400800	PF3D7_1400800.1	rifin	protein coding	RIF	811602	Q8IM80	
PF3D7_1400900	PF3D7_1400900.1	Plasmodium exported protein (PHISTa), unknown function, pseudogene	protein coding	N/A	811604	Q8IM79	
